2025/07/05, 00:24:03, 22.57268, 101874.0, 48.89683, 541506.3, Unstable
2025/07/05, 00:26:07, 22.72541, 101871.8, 48.30794, 799598.0, Unstable
2025/07/05, 00:29:51, 22.58729, 101862.1, 48.73705, 294411.9, Unstable
2025/07/05, 00:30:16, 22.65503, 101866.0, 48.49483, 240158.7, Unstable
2025/07/05, 00:33:27, 24.26054, 101858.0, 43.55972, 1141936.0, Unstable
2025/07/07, 22:39:57, 20.35578, 101500.0, 57.42034, 381821.0, Unstable
2025/07/07, 22:52:15, 20.60972, 101508.3, 55.87197, 44468.28, Stable
2025/07/07, 22:55:41, 20.53114, 101503.7, 56.48224, 667591.6, Unstable
2025/07/07, 23:02:22, 20.35711, 101512.0, 57.13337, 496797.9, Unstable
2025/07/07, 23:05:11, 20.52051, 101508.8, 56.5919, 865570.3, Unstable
2025/07/07, 23:17:30, 20.55225, 101517.5, 55.97411, 55690.05, Stable
2025/07/07, 23:35:33, 20.25084, 101494.5, 57.87468, 297010.8, Unstable
2025/07/07, 23:47:50, 23.17004, 101487.2, 56.10738, 48313.02, Stable
2025/07/08, 00:00:23, 20.26146, 101484.2, 58.40607, 220800.8, Unstable
2025/07/08, 00:01:33, 20.23622, 101484.4, 58.48146, 63134.46, Unstable
2025/07/08, 00:03:06, 20.39962, 101485.1, 57.92254, 450755.7, Unstable
2025/07/08, 00:07:22, 21.06913, 101483.8, 55.74023, 780138.7, Unstable
2025/07/08, 00:11:09, 22.25924, 101481.8, 59.55553, 302235.8, Unstable
2025/07/08, 00:15:24, 21.16477, 101480.5, 55.77974, 225309.1, Unstable
2025/07/08, 00:15:53, 20.98412, 101480.8, 56.35867, 97042.5, Unstable
2025/07/08, 00:16:41, 20.76627, 101479.5, 57.03363, 74523.53, Unstable
2025/07/08, 00:17:13, 20.67461, 101482.5, 57.40039, 57217.95, Unstable
2025/07/08, 00:20:29, 20.54841, 101473.1, 57.82687, 633156.9, Unstable
2025/07/08, 00:26:10, 20.38766, 101476.9, 58.67612, 772017.3, Unstable
2025/07/08, 00:27:27, 20.20832, 101474.8, 59.4262, 384300.5, Unstable
2025/07/08, 00:28:29, 20.18176, 101474.6, 59.56855, 241070.0, Unstable
2025/07/08, 00:29:54, 20.14854, 101472.8, 59.81126, 210273.9, Unstable
2025/07/08, 00:32:37, 20.25482, 101476.1, 59.50728, 648588.8, Unstable
2025/07/08, 00:35:22, 20.24419, 101474.7, 59.68381, 797898.1, Unstable
2025/07/08, 00:35:59, 20.24685, 101474.1, 59.68696, 772640.5, Unstable
2025/07/08, 00:37:00, 20.12596, 101481.4, 60.24642, 374825.9, Unstable
2025/07/08, 00:37:30, 20.16315, 101477.8, 60.05274, 437744.3, Unstable
2025/07/08, 00:38:08, 20.18972, 101481.8, 59.98669, 613365.3, Unstable
2025/07/08, 00:38:50, 20.19371, 101481.5, 59.99905, 622373.9, Unstable
2025/07/08, 00:43:29, 20.51785, 101477.1, 58.93728, 816554.4, Unstable
2025/07/08, 00:44:03, 20.44744, 101482.8, 59.16973, 743791.4, Unstable
2025/07/08, 00:46:08, 22.21807, 101482.0, 53.26945, 611488.1, Unstable
2025/07/14, 21:19:58, 22.61518, 101332.6, 43.61707, 342838.5, Unstable
2025/07/14, 21:34:00, 22.67495, 101344.9, 43.70651, 5329827.0, Unstable
2025/07/14, 22:15:38, 22.68026, 101343.6, 43.92531, 1.271036e+07, Unstable
2025/07/14, 22:18:40, 22.88877, 101339.4, 43.40156, 820641.6, Unstable
2025/07/14, 22:19:03, 22.83963, 101340.2, 43.64508, 801684.9, Unstable
2025/07/14, 22:19:48, 22.77588, 101343.9, 43.91932, 996376.9, Unstable
2025/07/14, 22:21:55, 22.73604, 101344.4, 43.94082, 2119208.0, Unstable
2025/07/14, 22:25:05, 22.71479, 101340.5, 44.13801, 4992180.0, Unstable
2025/07/14, 22:26:17, 22.71745, 101343.7, 44.21813, 2228075.0, Unstable
2025/07/14, 22:28:03, 22.78385, 101342.0, 43.82687, 698050.9, Unstable
2025/07/14, 22:30:25, 23.67361, 101341.3, 41.59447, 1637863.0, Unstable
2025/07/14, 22:42:43, 22.80927, 101346.6, 43.90587, 74730.13, Stable
2025/07/14, 22:43:44, 22.69221, 101350.5, 44.59396, 2622686.0, Unstable
